arm,scenario,seed,origin,plant,outcome,steps,final_distance,reward,max_speed,max_command_torque,fault_seen,success,unsafe_episode,normalized_violation_max,safety_infeasible,safety_intervention_fraction,true_delay,selected_lag,converged_at_step,model_fallbacks,prediction_fallbacks,model_fallback_steps,control_steps,selected_time_constant,true_time_constant,true_armature,prediction_error_rms_joint1,prediction_error_rms_joint2
fixed,id_reference,50050,official,mujoco,timeout,250,0.33441443075791016,-197.01367621666884,12.311721988098466,40.0,False,False,True,0.7588174268712093,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50051,official,analytical,timeout,250,0.13509010826385962,-170.1250351620117,13.137224242682258,40.0,False,False,True,0.8767463203831798,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50051,official,mujoco,timeout,250,0.13554421115641369,-170.51922921863908,13.162683254612778,40.0,False,False,True,0.8803833220875397,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50052,official,analytical,timeout,250,0.15300571159049536,-184.68176327372163,14.830009798616832,40.0,False,False,True,1.118572828373833,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50052,official,mujoco,timeout,250,0.15235225985300546,-184.8552455826574,14.855945987188091,40.0,False,False,True,1.1222779981697273,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50053,official,analytical,timeout,250,0.28459413055696064,-130.87443000505547,8.754746543832725,40.0,False,False,True,0.2506780776903894,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50053,official,mujoco,timeout,250,0.28198386341813586,-129.9790324301529,8.762618953209412,40.0,False,False,True,0.2518027076013445,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50054,official,analytical,timeout,250,0.3044546224644256,-207.03570341644883,19.675656097942042,40.0,False,False,True,1.8108080139917204,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50054,official,mujoco,timeout,250,0.30571703625359387,-206.80005157067228,19.8932382980826,40.0,False,False,True,1.8418911854403714,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50055,official,analytical,timeout,250,0.7021146444332774,-238.81278244366248,10.230178551571429,40.0,False,False,True,0.4614540787959185,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50055,official,mujoco,timeout,250,0.7017783249989868,-238.57452745941742,10.252961698114044,40.0,False,False,True,0.46470881401629205,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50056,official,analytical,timeout,250,0.07075897195567044,-45.51496687324132,2.6338753179848102,23.341520309448242,False,False,False,0.0,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50056,official,mujoco,timeout,250,0.0702043152425824,-45.4001377447379,2.6313194201182535,23.329683303833008,False,False,False,0.0,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50057,official,analytical,timeout,250,0.18207225966525908,-118.48424410100478,8.016273158193519,40.0,False,False,True,0.1451818797419313,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50057,official,mujoco,timeout,250,0.1813899802301691,-117.90157091894326,8.027145049924401,40.0,False,False,True,0.14673500713205745,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50058,official,analytical,timeout,250,0.2332430806194052,-166.54776264136115,15.230921244488211,40.0,False,False,True,1.1758458920697445,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50058,official,mujoco,timeout,250,0.23272944924295294,-166.68882695692716,15.254775554445718,40.0,False,False,True,1.1792536506351028,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50059,official,analytical,timeout,250,0.5125021906033221,-175.4667442369619,3.9182800921617753,40.0,False,False,False,0.0,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50059,official,mujoco,timeout,250,0.5123952573054761,-175.4785552157378,3.9305556451275705,40.0,False,False,False,0.0,False,0.0,1,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50060,official,analytical,timeout,250,0.166192165172951,-163.98133831256828,15.70095465206072,40.0,False,False,True,1.2429935217229597,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50060,official,mujoco,timeout,250,0.16685291684111217,-165.078007975278,15.731071502004099,40.0,False,False,True,1.2472959288577283,False,0.0,2,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50061,official,analytical,timeout,250,0.4637754281576742,-156.56975816416903,2.7211988917328007,37.58055114746094,False,False,False,0.0,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
fixed,id_reference,50061,official,mujoco,timeout,250,0.46313071759339425,-156.45754283655438,2.714536820532792,37.5707893371582,False,False,False,0.0,False,0.0,0,,,0,0,0,0,,0.0,0.0,,
